source_year,trip_distance,total_amount
2017,1.9,11.8
2017,1.7,11.75
2017,4.0,24.36
2017,0.53,6.36
2017,0.37,6.36
2017,1.18,8.8
2017,1.88,11.3
2017,10.09,48.67
2017,1.1,11.75
2017,2.9,16.8
2017,2.1,11.8
2017,2.6,14.3
2017,2.0,15.8
2017,0.9,7.8
2017,7.22,25.8
2017,1.75,10.8
2017,9.6,31.3
2017,13.2,72.3
2017,0.7,6.35
2017,1.79,11.88
2017,1.43,9.8
2017,0.97,7.8
2017,1.73,11.16
2017,1.7,10.8
2017,1.3,8.03
2017,2.3,12.8
2017,1.2,15.0
2017,3.74,14.3
2017,4.04,19.8
2017,0.36,4.8
2017,18.39,63.56
2017,6.92,23.3
2017,10.8,35.3
2017,0.92,8.76
2017,7.18,32.16
2017,1.3,9.8
2017,18.2,70.26
2017,1.31,8.3
2017,6.77,27.36
2017,1.1,8.3
2017,1.4,9.3
2017,1.3,8.75
2017,1.0,11.0
2017,0.7,6.8
2017,1.2,9.8
2017,0.5,6.35
2017,0.5,5.8
2017,1.24,9.3
2017,1.21,8.3
2017,0.9,7.3
2017,5.8,20.8
2017,0.4,4.8
2017,3.2,19.1
2017,6.9,21.3
2017,1.2,9.8
2017,1.3,11.15
2017,0.9,6.3
2017,1.7,11.8
2017,2.0,13.8
2017,8.57,41.47
2017,0.9,10.0
2017,2.7,14.3
2017,0.64,6.8
2017,0.24,4.3
2017,0.62,5.3
2017,1.64,9.3
2017,2.0,15.35
2017,3.8,21.8
2017,1.1,9.35
2017,1.7,11.3
2017,1.0,7.8
2017,1.44,9.96
2017,1.12,8.76
2017,0.53,6.96
2017,1.27,6.8
2017,5.52,24.8
2017,10.2,49.06
2017,0.8,7.3
2017,1.8,11.3
2017,0.9,7.8
2017,9.9,35.8
2017,1.6,9.8
2017,2.7,15.3
2017,2.1,12.35
2017,3.5,20.8
2017,2.14,12.8
2017,1.01,8.5
2017,22.15,70.27
2017,0.96,6.8
2017,1.74,9.3
2017,0.88,8.8
2017,1.44,12.36
2017,17.23,70.27
2017,3.4,15.3
2017,1.02,9.3
2017,7.8,26.3
2017,1.26,9.96
2017,0.99,8.3
2017,1.21,11.76
2017,2.23,10.8
2017,7.9,35.0
2017,0.6,7.25
2017,0.6,6.3
2017,1.9,9.3
2017,0.7,7.3
2017,1.8,14.3
2017,0.8,6.8
2017,1.5,11.3
2017,1.7,9.3
2017,1.1,6.8
2017,2.3,23.15
2017,0.9,6.3
2017,0.92,14.75
2017,1.14,7.3
2017,1.16,6.8
2017,0.8,8.91
2017,2.5,17.15
2017,2.9,15.3
2017,0.69,6.3
2017,2.52,13.3
2017,1.26,9.12
2017,10.49,50.47
2017,0.6,6.6
2017,0.6,6.67
2017,0.4,6.85
2017,9.1,37.55
2017,2.68,12.8
2017,0.66,6.36
2017,4.18,26.75
2017,0.91,6.96
2017,1.14,8.76
2017,0.94,9.75
2017,0.56,8.0
2017,0.62,5.8
2017,1.09,9.96
2017,1.7,12.5
2017,1.7,12.35
2017,2.7,12.8
2017,3.2,15.8
2017,1.4,9.35
2017,0.9,7.8
2017,1.4,9.95
2017,1.13,6.3
2017,1.21,10.7
2017,0.77,6.38
2017,2.59,12.8
2017,1.78,10.7
2017,0.66,6.96
2017,0.64,7.88
2017,0.59,5.8
2017,11.2,47.46
2017,1.3,9.3
2017,5.0,21.3
2017,1.0,8.75
2017,1.1,15.95
2017,1.6,10.55
2017,11.55,42.06
2017,0.59,9.8
2017,1.01,7.8
2017,1.4,12.8
2017,12.0,60.66
2017,4.86,18.3
2017,14.67,54.0
2017,1.4,10.3
2017,2.4,17.9
2017,0.8,7.3
2017,2.3,13.3
2017,11.51,51.67
2017,0.93,11.44
2017,0.63,6.5
2017,2.3,15.36
2017,4.0,23.12
2017,0.8,7.56
2017,0.97,8.3
2017,2.09,14.76
2017,1.25,10.3
2017,4.4,25.0
2017,0.5,4.8
2017,0.4,5.15
2017,10.4,47.46
2017,8.4,30.3
2017,2.01,13.56
2017,6.32,32.75
2017,0.9,8.75
2017,0.7,6.95
2017,18.57,52.8
2017,9.23,38.56
2017,0.9,9.8
2017,1.0,8.15
2017,1.8,12.25
2017,4.0,17.6
2017,0.6,8.4
2017,0.7,8.75
2017,3.5,21.3
2017,0.8,6.8
2017,1.9,11.75
2017,2.6,16.3
2017,1.01,8.76
2017,20.5,60.56
2017,4.32,21.96
2017,3.96,16.3
2017,0.52,6.36
2017,0.8,9.8
2017,2.0,12.8
2017,0.71,6.3
2017,4.72,24.12
2017,1.04,6.8
2017,3.5,14.8
2017,0.45,4.8
2017,0.85,8.76
2017,2.03,14.76
2017,2.88,14.76
2017,8.7,25.3
2017,1.1,7.8
2017,3.8,19.8
2017,1.54,10.3
2017,2.92,15.8
2017,0.95,7.88
2017,0.34,4.8
2017,1.25,10.56
2017,3.93,16.8
2017,2.55,14.88
2017,0.8,8.8
2017,2.8,14.75
2017,9.06,44.47
2017,4.3,22.49
2017,1.61,12.36
2017,1.35,9.36
2017,13.3,57.66
2017,2.06,14.16
2017,5.86,21.3
2017,0.3,3.8
2017,1.4,9.95
2017,16.87,66.95
2017,0.6,4.8
2017,0.46,5.76
2017,0.62,8.16
2017,10.92,41.06
2017,2.07,12.96
2017,1.43,10.8
2017,1.11,8.16
2017,1.4,7.8
2017,17.41,63.36
2017,1.7,14.75
2017,0.9,8.8
2017,2.3,13.55
2017,1.11,7.56
2017,16.93,51.3
2017,3.54,16.3
2017,1.3,9.3
2017,1.0,7.8
2017,8.79,25.8
2017,4.42,19.75
2017,1.36,11.16
2017,3.15,18.0
2017,1.9,12.8
2017,17.35,70.27
2017,2.0,14.16
2017,2.9,15.96
2017,0.3,4.8
2017,1.7,13.55
2017,0.8,5.8
2017,3.6,21.3
2017,1.4,9.95
2017,0.56,5.76
2017,1.33,11.0
2017,2.24,11.3
2017,3.32,17.88
2017,2.25,12.88
2017,2.65,17.76
2017,21.58,58.56
2017,0.4,5.3
2017,0.8,8.15
2017,0.8,9.36
2017,4.4,26.75
2017,4.04,18.68
2017,1.6,12.25
2017,2.8,18.35
2017,1.0,8.3
2017,1.9,13.55
2017,2.62,13.4
2017,1.11,9.3
2017,1.75,13.3
2017,10.4,44.46
2017,2.09,14.16
2017,0.71,8.3
2017,1.37,11.0
2017,1.27,8.8
2017,0.57,4.8
2017,2.37,11.8
2017,7.2,27.8
2017,1.87,10.3
2017,0.73,6.96
2017,1.33,10.56
2017,2.51,13.8
2017,10.52,48.82
2017,3.75,18.3
2017,3.77,23.16
2017,2.52,19.75
2017,0.56,6.36
2017,1.87,11.76
2017,1.33,12.8
2017,1.4,6.3
2017,13.1,46.56
2017,2.55,13.45
2017,0.75,5.8
2017,2.33,11.3
2017,1.5,7.8
2017,8.9,35.06
2017,7.89,40.06
2017,0.22,4.3
2017,1.25,8.03
2017,2.05,11.3
2017,1.18,8.5
2017,2.6,14.8
2017,0.7,6.35
2017,1.0,10.55
2017,2.0,10.8
2017,1.1,10.35
2017,0.7,6.35
2017,6.2,23.8
2017,0.57,6.36
2017,4.42,20.3
2017,2.13,9.8
2017,1.11,8.8
2017,3.82,19.56
2017,0.55,6.62
2017,1.5,15.8
2017,1.2,7.8
2017,1.1,13.8
2017,2.4,12.3
2017,0.2,5.8
2017,5.6,24.8
2017,0.6,5.8
2017,1.6,8.8
2017,2.3,12.35
2017,0.9,7.8
2017,21.89,58.56
2017,8.9,34.06
2017,4.9,18.8
2017,1.6,12.25
2017,2.8,16.8
2017,1.4,11.16
2017,2.88,17.76
2017,2.09,11.8
2017,11.2,41.95
2017,0.6,7.3
2017,2.0,15.8
2017,9.2,36.35
2017,2.13,10.8
2017,1.7,10.8
2017,9.3,30.8
2017,5.1,21.3
2017,1.6,11.8
2017,2.51,11.8
2017,0.92,8.8
2017,7.71,30.56
2017,0.4,4.8
2017,1.3,10.3
2017,1.5,10.8
2017,5.7,41.8
2017,1.13,11.3
2017,1.8,12.8
2017,1.03,7.3
2017,14.34,70.3
2017,10.4,40.06
2017,8.34,34.06
2017,1.14,8.3
2017,4.38,24.36
2017,21.79,73.56
2017,2.52,14.76
2017,1.15,8.16
2017,10.51,41.06
2017,10.17,33.8
2017,2.63,14.76
2017,2.89,12.3
2017,1.04,8.3
2017,19.3,59.8
2017,4.64,25.74
2017,1.39,8.3
2017,1.31,8.3
2017,1.18,11.62
2017,3.32,15.8
2017,4.3,23.15
2017,9.2,33.56
2017,2.8,19.55
2017,0.7,7.55
2017,10.52,49.06
2017,8.68,39.07
2017,1.83,10.8
2017,1.25,9.36
2017,2.83,14.16
2017,0.99,9.36
2017,1.45,8.3
2017,1.36,9.3
2017,1.08,8.16
2017,4.06,20.38
2017,11.14,39.96
2017,11.8,45.35
2017,2.31,12.8
2017,1.38,10.56
2017,1.11,12.36
2017,2.31,16.8
2017,3.19,19.56
2017,33.2,99.56
2017,2.4,17.0
2017,0.9,7.8
2017,17.9,70.26
2017,4.67,25.3
2017,1.36,13.56
2017,1.45,9.8
2017,1.44,12.96
2017,0.81,6.96
2017,0.71,8.3
2017,1.29,10.14
2017,1.3,8.75
2017,0.9,9.8
2017,2.3,14.15
2017,3.02,16.3
2017,1.86,17.8
2017,1.47,10.8
2017,1.0,9.35
2017,0.7,10.1
2017,1.0,9.8
2017,0.7,7.8
2017,0.2,9.3
2017,5.3,22.3
2017,0.83,8.16
2017,2.57,14.8
2017,9.76,44.56
2017,0.77,6.8
2017,1.05,8.16
2017,17.94,58.56
2017,7.31,30.75
2017,1.28,9.3
2017,4.5,18.8
2017,1.75,9.75
2017,1.96,11.3
2017,1.67,15.96
2017,1.72,11.16
2017,0.45,7.3
2017,17.41,69.07
2017,5.39,29.16
2017,1.6,9.8
2017,2.2,13.3
2017,1.2,10.8
2017,0.9,7.3
2017,1.5,12.74
2017,1.07,11.0
2017,17.4,58.56
2017,0.6,6.5
2017,2.2,12.3
2017,1.2,12.3
2017,0.9,9.45
2017,1.9,12.3
2017,4.61,26.75
2017,0.67,6.0
2017,1.4,9.3
2017,0.99,6.8
2017,0.3,4.3
2017,1.5,11.3
2017,1.1,8.5
2017,0.4,4.3
2017,1.1,11.4
2017,1.4,10.7
2017,2.2,13.3
2017,2.1,15.35
2017,1.34,9.36
2017,1.16,7.3
2017,1.0,6.3
2017,1.36,8.76
2017,0.95,6.3
2017,1.49,9.96
2017,1.26,8.16
2017,1.25,9.8
2017,2.83,17.3
2017,0.63,4.8
2017,1.1,8.8
2017,1.54,12.8
2017,2.3,15.96
2017,0.74,6.96
2017,1.08,14.75
2017,0.96,6.8
2017,0.78,5.8
2017,2.87,17.25
2017,1.72,11.16
2017,3.61,14.8
2017,0.74,8.3
2017,1.04,7.56
2017,0.5,6.35
2017,1.5,7.8
2017,2.0,15.3
2017,1.3,11.4
2017,1.1,10.3
2017,1.2,8.8
2017,2.7,15.8
2017,0.61,5.8
2017,0.92,8.8
2017,0.72,9.8
2017,8.3,37.56
2017,1.3,13.3
2017,2.04,11.3
2017,1.1,8.76
2017,1.51,8.8
2017,1.92,10.3
2017,5.21,19.3
2017,2.3,14.75
2017,1.1,9.35
2017,1.1,11.0
2017,2.53,11.8
2017,1.72,12.09
2017,1.0,8.16
2017,0.64,6.8
2017,0.6,8.75
2017,1.6,9.8
2017,1.8,11.75
2017,1.6,9.3
2017,1.1,9.36
2017,1.03,7.3
2017,0.62,5.8
2017,1.61,12.96
2017,0.94,6.8
2017,2.89,15.3
2017,3.11,19.56
2017,0.69,5.8
2017,1.48,8.3
2017,5.09,24.96
2017,1.3,11.3
2017,3.2,17.76
2017,1.58,11.0
2017,1.92,14.04
2017,0.64,6.96
2017,1.39,8.3
2017,0.52,5.3
2017,1.8,11.76
2017,0.92,7.3
2017,13.6,48.3
2017,9.7,35.56
2017,10.78,49.27
2017,1.64,9.3
2017,1.2,8.75
2017,0.8,8.3
2017,1.2,8.4
2017,0.9,8.75
2017,0.8,8.15
2017,1.5,11.75
2017,0.6,10.3
2017,8.85,37.56
2017,1.2,9.75
2017,0.57,5.3
2017,0.4,5.15
2017,2.9,15.3
2017,0.6,5.8
2017,0.59,7.54
2017,6.6,25.8
2017,9.57,45.58
2017,20.9,58.56
2017,2.27,16.56
2017,2.2,11.8
2017,15.9,63.35
2017,1.22,10.3
2017,2.47,14.76
2017,0.64,5.3
2017,0.9,9.3
2017,2.2,11.3
2017,13.5,66.36
2017,0.96,12.36
2017,1.53,10.14
2017,0.58,5.76
2017,1.15,7.3
2017,3.41,17.8
2017,2.69,14.8
2017,0.8,6.3
2017,1.2,9.95
2017,0.5,6.35
2017,1.0,11.8
2017,12.7,46.06
2017,8.3,33.3
2017,19.4,70.26
2017,1.93,11.3
2017,2.16,11.3
2017,6.82,27.96
2017,1.06,10.56
2017,1.97,11.3
2017,1.21,8.8
2017,0.44,4.8
2017,2.6,16.1
2017,10.9,48.66
2017,17.7,68.56
2017,4.2,17.8
2017,0.7,6.67
2017,1.1,8.8
2017,1.1,10.55
2017,1.75,12.88
2017,0.54,5.3
2017,3.97,18.3
2017,0.63,5.3
2017,4.31,22.56
2017,1.79,13.39
2017,2.1,11.8
2017,1.07,6.3
2017,1.31,10.56
2017,2.62,12.3
2017,2.69,13.3
2017,1.5,10.55
2017,14.5,61.0
2017,15.51,73.2
2017,2.0,8.8
2017,0.6,10.8
2017,4.59,16.8
2017,4.74,22.88
2017,3.63,19.75
2017,2.21,11.8
2017,1.32,12.96
2017,0.81,7.24
2017,2.54,16.56
2017,0.38,5.3
2017,1.14,10.3
2017,13.12,49.06
2017,1.35,9.96
2017,1.8,9.8
2017,1.5,9.8
2017,1.0,8.15
2017,1.0,9.1
2017,0.76,9.3
2017,0.85,8.0
2017,1.34,9.36
2017,1.45,10.8
2017,1.6,9.8
2017,1.6,7.8
2017,2.47,19.3
2017,17.12,58.56
2017,9.1,44.46
2017,1.7,10.8
2017,0.4,7.3
2017,0.5,4.3
2017,1.4,14.8
2017,1.0,8.8
2017,10.5,42.95
2017,0.96,8.76
2017,1.95,11.55
2017,2.42,13.8
2017,1.3,14.76
2017,0.91,6.8
2017,1.75,10.56
2017,1.38,9.3
2017,10.7,38.56
2017,1.13,7.3
2017,1.12,7.8
2017,1.9,12.3
2017,0.4,5.3
2017,6.9,26.8
2017,3.1,15.8
2017,1.96,9.3
2017,2.2,14.15
2017,0.9,7.85
2017,1.6,14.1
2017,10.9,45.06
2017,0.97,8.5
2017,0.55,5.3
2017,0.77,6.96
2017,0.79,5.3
2017,1.75,9.36
2017,0.73,6.96
2017,1.21,10.56
2017,1.26,9.36
2017,0.97,6.96
2017,3.0,18.96
2017,1.11,8.76
2017,1.0,10.3
2017,1.1,8.8
2017,2.3,14.8
2017,2.11,14.04
2017,0.48,5.8
2017,0.51,4.8
2017,1.81,14.16
2017,0.94,9.8
2017,4.82,24.6
2017,1.45,9.36
2017,17.72,70.27
2017,2.01,13.56
2017,1.81,13.39
2017,1.31,11.16
2017,10.26,37.06
2017,0.68,5.8
2017,2.64,12.8
2017,8.4,41.56
2017,0.86,7.3
2017,2.87,13.8
2017,0.36,5.38
2017,0.48,6.24
2017,0.61,7.56
2017,0.37,4.8
2017,3.07,15.3
2017,10.01,36.96
2017,1.2,7.3
2017,9.5,38.56
2017,4.31,18.3
2017,10.1,50.35
2017,5.98,27.8
2017,2.1,14.15
2017,0.6,6.85
2017,2.6,14.8
2017,1.2,9.35
2017,0.9,7.55
2017,1.6,9.95
2017,1.2,9.95
2017,0.6,7.3
2017,1.4,8.8
2017,11.3,55.27
2017,8.96,32.8
2017,2.26,18.36
2017,14.05,58.87
2017,7.89,38.43
2017,3.31,14.8
2017,5.1,27.35
2017,1.3,10.35
2017,0.7,8.8
2017,0.97,7.3
2017,12.38,37.3
2017,1.81,12.96
2017,1.68,9.3
2017,1.21,10.8
2017,2.11,17.8
2017,2.46,17.76
2017,0.84,7.8
2017,0.97,12.74
2017,0.8,8.8
2017,1.15,9.36
2017,0.93,9.36
2017,1.31,11.76
2017,0.86,7.88
2017,15.47,49.56
2017,0.4,4.3
2017,1.5,11.0
2017,2.0,9.3
2017,0.4,6.95
2017,1.4,9.35
2017,2.55,18.17
2017,3.5,21.36
2017,3.8,24.3
2017,1.9,14.3
2017,0.6,4.8
2017,0.7,6.3
2017,1.3,17.15
2017,3.8,17.3
2017,2.2,10.8
2017,0.4,4.8
2017,0.93,7.56
2017,0.75,6.89
2017,0.48,5.3
2017,3.0,13.8
2017,1.82,14.76
2017,1.1,8.16
2017,2.4,11.3
2017,3.7,19.55
2017,3.4,16.8
2017,1.43,7.3
2017,0.79,6.3
2017,3.5,13.3
2017,1.31,7.8
2017,0.56,6.3
2017,1.5,13.55
2017,1.2,10.8
2017,11.3,34.3
2017,17.57,58.56
2017,6.58,20.8
2017,1.01,12.96
2017,0.59,6.8
2017,0.68,5.3
2017,1.79,9.8
2017,0.65,4.8
2017,2.7,13.8
2017,2.08,10.12
2017,0.96,7.3
2017,1.4,9.3
2017,1.8,9.3
2017,1.52,9.8
2017,1.01,9.36
2017,2.9,17.16
2017,1.67,10.3
2017,1.65,10.8
2017,1.27,10.56
2017,2.44,17.16
2017,1.79,11.27
2017,1.6,8.3
2017,6.9,31.97
2017,3.9,26.62
2017,2.16,16.56
2017,1.54,10.8
2017,0.71,5.8
2017,0.56,5.3
2017,1.03,10.8
2017,0.63,4.8
2017,2.02,13.39
2017,9.78,44.47
2017,0.2,3.8
2017,0.4,5.8
2017,0.8,6.8
2017,0.74,7.56
2017,1.4,8.16
2017,1.55,12.3
2017,0.45,5.76
2017,0.63,7.8
2017,1.08,7.8
2017,1.01,7.56
2017,1.77,11.8
2017,9.6,47.47
2017,1.71,12.96
2017,0.8,7.6
2017,20.82,108.36
2017,0.7,7.8
2017,1.8,15.95
2017,1.2,8.3
2017,3.6,17.3
2017,21.5,73.16
2017,1.4,11.3
2017,0.5,6.3
2017,1.3,7.8
2017,1.4,10.3
2017,1.16,11.16
2017,0.58,5.8
2017,7.26,27.36
2017,7.07,28.1
2017,0.6,6.8
2017,2.2,12.3
2017,0.8,7.3
2017,0.7,8.3
2017,6.17,20.3
2017,2.28,11.8
2017,3.03,17.88
2017,2.05,10.3
2017,1.58,9.8
2017,0.89,8.3
2017,1.14,8.16
2017,1.16,7.3
2017,0.93,6.3
2017,1.85,15.99
2017,0.4,5.3
2017,0.7,6.8
2017,2.4,16.0
2017,0.7,6.36
2017,0.42,4.3
2017,2.3,12.8
2017,7.24,23.8
2017,1.0,7.56
2017,1.85,10.8
2017,0.95,6.3
2017,1.95,13.8
2017,2.0,12.36
2017,0.43,7.5
2017,1.52,7.8
2017,2.99,14.8
2017,0.6,5.8
2017,1.14,7.3
2017,0.9,6.3
2017,0.8,10.35
2017,1.0,6.8
2017,0.7,6.8
2017,3.5,22.0
2017,4.96,25.56
2017,0.49,5.3
2017,0.68,5.8
2017,0.52,5.8
2017,7.3,30.35
2017,3.1,13.8
2017,1.93,10.3
2017,0.62,6.96
2017,1.33,9.36
2017,0.4,5.3
2017,11.5,51.06
2017,3.1,23.14
2017,18.19,58.34
2017,3.61,19.75
2017,0.74,9.36
2017,18.22,58.61
2017,1.19,6.8
2017,1.53,9.8
2017,0.61,5.3
2017,1.4,10.55
2017,1.8,10.3
2017,1.0,7.8
2017,0.8,11.3
2017,1.31,9.3
2017,1.17,7.56
2017,7.53,25.3
2017,1.48,9.3
2017,17.39,63.36
2017,2.44,14.14
2017,2.7,14.8
2017,1.32,9.36
2017,0.8,6.8
2017,1.66,16.64
2017,2.65,15.96
2017,0.66,6.8
2017,0.67,6.24
2017,0.63,7.56
2017,9.71,43.06
2017,17.8,58.56
2017,1.55,11.16
2017,0.91,8.3
2017,4.8,24.3
2017,0.9,8.3
2017,0.5,4.8
2017,0.8,7.3
2017,0.6,6.35
2017,3.72,17.3
2017,0.52,6.36
2017,0.96,8.16
2017,0.92,9.49
2017,1.0,13.55
2017,7.0,35.35
2017,2.57,13.8
2017,20.1,70.26
2017,1.7,13.3
2017,2.1,19.75
2017,1.42,11.3
2017,0.61,6.3
2017,2.0,12.3
2017,0.83,5.8
2017,1.25,8.16
2017,2.98,16.56
2017,1.44,8.8
2017,3.8,19.55
2017,2.0,11.3
2017,1.1,10.8
2017,1.2,8.16
2017,0.7,6.8
2017,1.6,12.95
2017,0.67,7.54
2017,0.94,6.96
2017,1.12,6.3
2017,1.97,11.8
2017,1.96,12.0
2017,1.04,6.96
2017,0.83,7.88
2017,3.3,23.3
2017,2.02,12.8
2017,0.8,8.75
2017,1.2,10.55
2017,0.8,6.35
2017,19.32,58.56
2017,1.6,13.55
2017,0.7,6.35
2017,2.2,13.3
2017,0.6,7.06
2017,1.18,7.8
2017,4.75,30.36
2017,1.05,8.8
2017,0.74,6.96
2017,1.66,14.4
2017,1.81,8.3
2017,10.99,48.67
2017,0.7,5.8
2017,6.0,33.0
2017,17.1,58.56
2017,7.09,38.76
2017,0.3,5.8
2017,4.6,20.3
2017,12.1,62.56
2017,2.14,15.36
2017,1.82,12.8
2017,1.6,15.8
2017,6.43,22.8
2017,3.44,17.8
2017,4.9,16.8
2017,0.7,5.8
2017,9.4,43.26
2017,1.83,8.8
2017,0.75,9.96
2017,1.39,9.3
2017,1.31,8.76
2017,1.02,7.8
2017,1.2,9.8
2017,2.3,16.3
2017,7.3,24.3
2017,1.5,10.8
2017,0.6,4.8
2017,3.0,17.75
2017,1.7,11.6
2017,1.1,6.3
2017,4.6,18.8
2017,5.8,23.75
2017,0.1,4.3
2017,0.71,5.76
2017,0.58,6.96
2017,0.42,4.3
2017,3.21,17.8
2017,10.6,49.8
2017,0.07,3.3
2017,1.91,12.36
2017,7.47,36.07
2017,0.8,6.3
2017,0.58,5.3
2017,1.46,8.8
2017,1.0,7.56
2017,11.5,43.55
2017,1.0,6.8
2017,1.0,9.79
2017,3.8,18.0
2017,1.3,9.36
2017,1.4,9.3
2017,10.07,32.3
2017,2.66,16.3
2017,1.2,8.8
2017,0.6,8.3
2017,8.6,26.8
2017,20.9,52.8
2017,1.35,11.76
2017,0.8,5.3
2017,0.38,5.8
2017,1.61,13.39
2017,6.99,23.8
2017,12.01,42.56
2017,2.8,15.3
2017,4.1,23.3
2017,0.7,5.3
2017,8.7,37.06
2017,1.01,7.8
2017,2.0,11.8
2017,2.65,16.56
2017,7.8,33.35
2017,2.4,13.3
2017,17.2,67.06
2017,10.46,49.14
2017,0.7,6.8
2017,0.82,8.16
2017,1.23,10.56
2017,7.9,30.56
2017,0.4,5.3
2017,0.92,10.8
2017,0.91,6.3
2017,1.6,8.3
2017,0.62,8.16
2017,0.61,6.36
2017,0.67,7.3
2017,2.0,10.8
2017,2.3,14.75
2017,10.7,47.47
2017,1.01,9.36
2017,3.3,13.3
2017,0.7,5.8
2017,1.8,9.3
2017,1.16,6.8
2017,3.15,14.3
2017,4.98,22.11
2017,2.92,16.56
2017,2.0,14.76
2017,1.3,10.8
2017,2.1,12.85
2017,1.6,12.8
2017,0.3,5.3
2017,9.2,49.26
2017,1.1,8.3
2017,0.8,7.3
2017,1.2,10.55
2017,18.7,86.8
2017,0.85,7.8
2017,0.68,5.76
2017,0.84,8.76
2017,0.76,10.75
2017,2.81,13.56
2017,10.07,47.47
2017,0.6,7.85
2017,0.6,9.75
2017,0.9,6.3
2017,0.3,5.75
2017,0.6,6.3
2017,1.6,11.15
2017,1.34,10.14
2017,2.21,19.0
2017,9.7,46.26
2017,1.1,8.8
2017,2.2,15.3
2017,1.3,11.3
2017,1.46,10.3
2017,0.86,9.49
2017,2.96,14.8
2017,1.04,12.88
2017,0.69,10.56
2017,0.65,6.1
2017,3.23,18.36
2017,2.69,16.56
2017,9.27,36.06
2017,0.6,7.8
2017,1.8,12.35
2017,3.5,22.55
2017,1.52,14.8
2017,8.15,25.8
2017,2.24,10.3
2017,22.47,65.56
2017,8.3,37.86
2017,0.6,8.5
2017,6.7,27.85
2017,2.0,12.3
2017,21.1,73.16
2017,0.3,5.55
2017,0.5,6.35
2017,2.5,14.8
2017,2.1,16.55
2017,1.92,11.76
2017,2.74,15.81
2017,1.76,16.56
2017,0.7,6.3
2017,1.59,10.8
2017,1.25,9.3
2017,0.62,5.3
2017,0.74,7.54
2017,0.59,6.3
2017,1.87,10.3
2017,10.38,34.8
2017,2.13,24.44
2017,0.57,6.89
2017,1.57,10.79
2017,1.53,15.34
2017,0.99,6.3
2017,2.72,11.8
2017,0.28,4.8
2017,3.05,14.3
2017,1.2,8.8
2017,7.2,29.75
2017,0.9,8.0
2017,1.1,12.95
2017,3.7,18.8
2017,1.04,7.56
2017,2.44,16.8
2017,0.78,7.56
2017,1.37,9.8
2017,1.76,8.3
2017,5.69,22.8
2017,1.33,12.8
2017,0.48,5.76
2017,1.31,8.3
2017,17.39,70.27
2017,6.31,22.3
2017,1.62,9.8
2017,1.14,10.14
2017,1.23,8.3
2017,1.22,8.16
2017,1.39,10.56
2017,0.96,8.5
2017,1.87,11.8
2017,0.87,8.16
2017,0.96,11.76
2017,1.35,9.8
2017,2.1,13.55
2017,15.5,73.16
2017,1.51,7.8
2017,20.4,73.2
2017,3.65,16.56
2017,9.85,35.8
2017,0.7,6.3
2017,1.0,10.3
2017,1.2,10.8
2017,3.0,18.96
2017,1.03,8.76
2017,0.58,6.36
2017,4.7,24.3
2017,1.1,8.8
2017,0.5,5.8
2017,1.2,8.3
2017,0.6,7.3
2017,1.4,10.3
2017,2.8,15.35
2017,1.3,11.8
2017,1.8,9.8
2017,1.3,9.3
2017,2.2,11.3
2017,1.27,7.8
2017,1.59,8.8
2017,2.38,14.76
2017,1.48,10.56
2017,1.2,12.35
2017,4.4,20.8
2017,5.3,23.06
2017,13.3,51.6
2017,1.7,14.15
2017,1.1,8.75
2017,0.5,6.0
2017,0.9,8.3
2017,0.1,3.3
2017,0.3,6.3
2017,0.8,7.55
2017,0.7,6.3
2017,2.2,14.3
2017,1.54,12.36
2017,1.54,11.16
2017,0.39,6.36
2017,0.53,5.3
2017,1.39,9.96
2017,1.56,11.8
2017,0.29,6.3
2017,6.23,26.8
2017,11.8,57.06
2017,1.1,6.8
2017,3.43,21.96
2017,1.93,12.96
2017,0.96,8.3
2017,7.27,36.8
2017,2.63,14.76
2017,9.5,42.07
2017,0.7,6.8
2017,1.5,8.3
2017,0.7,6.9
2017,8.3,26.3
2017,3.3,14.3
2017,1.43,11.16
2017,1.57,9.8
2017,0.79,6.96
2017,0.65,5.8
2017,1.77,12.96
2017,1.76,15.34
2017,0.95,8.8
2017,1.25,8.3
2017,8.93,43.27
2017,1.1,7.48
2017,1.7,17.25
2017,0.3,4.8
2017,4.0,18.8
2017,1.41,8.3
2017,2.57,16.75
2017,3.67,13.8
2017,11.3,45.56
2017,17.55,70.27
2017,1.07,7.8
2017,1.29,9.3
2017,2.05,9.3
2017,5.49,23.3
2017,0.6,5.31
2017,1.9,13.8
2017,9.74,46.27
2017,10.01,37.06
2017,1.0,8.15
2017,1.9,16.6
2017,0.4,6.36
2017,1.4,11.0
2017,2.1,12.8
2017,2.56,15.36
2017,2.47,12.8
2017,0.72,6.8
2017,5.26,25.09
2017,1.3,12.88
2017,2.92,21.0
2017,2.0,10.8
2017,1.5,10.55
2017,3.1,19.3
2017,0.08,4.3
2017,0.36,5.16
2017,11.9,57.06
2017,1.44,10.3
2017,3.39,18.96
2017,1.39,13.8
2017,1.32,11.76
2017,1.04,7.8
2017,4.29,19.56
2017,1.68,12.96
2017,1.82,10.8
2017,1.66,14.76
2017,12.1,41.56
2017,0.61,4.8
2017,4.39,23.16
2017,3.81,23.76
2017,2.5,14.75
2017,0.7,6.3
2017,1.3,8.8
2017,0.8,8.15
2017,0.5,6.3
2017,0.8,6.95
2017,0.8,6.3
2017,10.4,46.86
2017,14.0,41.3
