trip_distance,total_amount
0.53,10.92
0.85,14.28
10.49,61.32
0.88,15.12
2.52,23.3
2.95,25.38
1.83,19.25
3.0,28.2
2.3,21.4
4.0,26.3
1.95,19.32
10.96,68.93
0.98,11.9
0.62,12.6
1.11,10.5
0.43,9.8
1.79,18.52
1.76,15.4
3.5,29.4
1.8,16.1
7.15,45.42
0.5,11.0
22.3,114.49
17.5,81.89
17.19,109.61
1.82,14.7
2.4,18.2
1.5,21.8
1.6,14.7
1.3,15.0
0.88,10.5
3.38,28.88
2.08,21.84
17.84,105.23
1.1,14.0
0.6,12.8
1.6,18.5
1.9,17.1
0.5,9.9
6.25,43.68
2.94,29.4
10.88,71.04
30.9,173.34
17.71,87.69
2.77,26.04
1.69,16.8
1.46,14.28
3.08,24.15
5.42,36.96
2.57,22.68
3.25,25.2
4.53,30.8
1.6,18.35
7.7,48.74
2.67,22.4
5.03,36.96
1.3,13.3
1.8,19.25
1.2,13.3
0.34,10.08
1.23,12.6
1.08,12.32
1.97,18.1
1.19,15.12
2.58,24.36
2.3,20.02
9.93,66.35
11.37,74.04
1.25,12.6
1.25,15.12
1.86,22.68
3.72,29.78
3.19,23.8
1.66,15.75
3.6,18.5
2.8,23.1
0.4,11.1
3.2,27.72
4.2,30.65
2.0,31.55
0.69,11.2
0.81,12.6
0.5,11.2
1.61,18.2
1.04,14.1
1.35,13.09
0.38,9.1
3.42,22.33
4.01,20.95
0.65,10.8
11.79,56.65
1.34,14.7
1.02,13.12
1.1,16.6
3.5,28.56
2.22,22.68
6.43,40.25
9.9,67.64
21.51,140.75
17.85,90.69
1.16,80.0
2.94,23.52
2.87,20.3
2.0,20.16
2.1,16.1
0.4,12.4
0.5,11.3
1.6,19.3
0.5,11.9
1.65,16.1
3.61,28.98
1.62,16.0
2.79,28.0
1.58,17.64
5.12,40.32
1.96,18.48
0.67,10.5
2.37,20.16
1.4,16.7
2.5,24.8
0.9,18.1
1.42,16.8
0.94,12.6
1.5,13.3
1.3,15.45
2.0,17.8
17.84,109.61
4.31,30.24
5.72,37.1
2.28,26.88
1.81,21.7
11.3,69.05
0.5,14.5
3.57,39.38
0.89,12.6
9.7,48.65
17.3,97.69
1.49,17.64
1.61,14.0
5.9,31.4
2.0,17.6
5.6,38.6
1.22,18.9
0.8,12.6
0.8,11.2
1.74,16.7
14.8,85.68
1.0,14.0
1.5,13.4
1.8,16.1
7.6,58.44
18.3,96.19
9.63,75.63
1.01,13.12
8.1,45.65
1.27,15.96
2.71,20.3
2.13,17.4
0.29,10.92
2.18,21.84
1.32,15.96
3.8,34.15
1.8,23.62
2.9,25.4
2.7,23.5
0.9,20.15
6.35,31.5
1.43,21.0
1.38,17.64
15.82,76.87
11.78,84.12
1.28,12.6
5.33,28.0
1.92,21.84
0.5,15.5
2.3,19.6
6.9,50.05
2.9,16.75
9.2,63.29
10.11,54.35
20.05,95.88
1.8,19.3
34.64,197.54
1.9,19.32
18.63,77.55
1.8,16.1
0.88,18.48
1.1,20.6
2.3,22.3
0.6,11.6
5.2,39.12
1.21,16.8
1.34,16.8
1.38,14.0
1.2,16.8
3.3,22.4
1.6,18.45
17.17,97.13
2.86,27.5
1.95,20.9
0.61,12.25
16.3,101.19
16.25,97.13
4.2,44.15
1.7,22.4
1.6,16.4
2.16,21.84
2.08,19.5
8.89,41.25
2.2,18.2
1.3,14.6
10.95,63.9
0.8,13.8
1.5,15.95
16.8,71.65
10.01,72.36
2.2,21.0
8.94,65.15
0.97,13.44
1.32,14.28
0.81,13.12
0.57,10.5
2.59,18.9
1.77,15.96
2.85,18.2
2.22,19.25
3.79,29.4
0.7,11.27
1.4,15.1
4.3,25.8
7.7,56.79
8.68,60.38
0.63,12.6
0.97,12.6
1.47,14.7
0.76,11.8
0.86,14.28
1.23,15.1
1.09,15.12
1.47,14.0
1.39,20.1
1.81,18.2
1.3,12.6
4.61,36.75
0.6,10.5
2.2,27.7
2.04,21.84
16.38,90.94
0.66,12.6
2.61,18.9
1.46,15.12
19.12,98.88
9.0,43.08
4.07,30.1
3.4,28.55
19.81,99.23
8.41,63.12
0.42,9.1
0.6,10.5
0.2,12.6
3.1,19.6
20.25,82.69
4.81,36.12
1.7,18.45
4.3,26.6
1.05,14.0
0.61,23.52
0.59,10.5
0.89,11.76
12.61,99.95
11.01,59.35
3.07,38.4
0.95,13.9
1.15,21.0
19.3,90.9
17.19,104.88
0.9,14.0
7.3,51.99
1.08,14.3
1.55,15.96
1.5,14.0
0.57,11.38
7.37,45.07
2.16,15.4
16.8,97.13
8.3,61.74
1.92,16.9
5.24,29.4
11.3,67.75
17.0,99.19
17.95,85.69
2.19,17.5
1.59,16.4
0.58,12.0
1.68,16.1
26.22,118.87
3.03,26.04
2.49,20.93
2.26,26.88
1.35,14.0
9.88,63.12
1.4,18.45
1.0,17.25
4.6,35.4
0.93,12.6
5.69,40.32
1.81,16.63
4.17,29.4
1.2,15.4
2.64,28.0
4.1,29.75
1.82,20.16
19.3,99.23
1.92,20.5
0.06,7.0
1.73,19.32
2.1,23.15
0.9,18.1
3.5,25.9
9.44,64.04
3.91,31.08
3.0,24.35
0.9,12.6
2.35,18.48
2.61,27.3
1.18,13.22
2.49,16.8
4.01,31.08
2.32,21.84
5.27,41.16
8.39,60.02
0.24,10.08
2.25,17.5
0.7,13.6
1.68,17.64
21.84,108.07
1.05,15.96
6.68,38.5
17.23,98.88
0.97,11.9
14.0,69.65
1.4,13.68
3.85,25.9
2.71,23.52
0.19,8.4
1.66,16.1
2.02,31.08
10.54,56.05
2.12,19.25
4.56,31.08
3.48,27.72
1.63,21.84
1.3,12.6
24.25,116.09
3.77,31.5
2.79,29.75
6.69,43.39
1.01,14.4
9.5,59.59
1.81,18.48
15.93,79.39
2.31,18.48
1.18,17.64
9.89,57.21
0.9,11.76
1.42,17.64
2.01,19.32
2.6,19.6
1.3,15.1
2.6,23.5
9.52,63.34
1.1,16.8
0.7,14.0
2.05,15.4
20.79,142.26
0.61,12.3
1.4,19.32
4.83,31.5
11.6,62.1
0.6,10.46
1.66,15.4
3.59,24.96
1.15,14.56
1.92,20.16
0.82,14.0
2.2,20.16
0.58,9.8
5.25,28.0
0.72,10.5
9.32,62.57
1.81,19.32
3.6,23.7
2.62,19.6
3.25,26.04
23.81,152.65
1.31,15.96
1.46,17.64
3.64,29.4
3.45,22.4
1.85,17.64
0.66,12.6
16.47,87.55
1.76,13.6
13.14,82.17
17.7,82.69
13.27,68.04
1.0,17.9
0.9,17.28
1.08,13.4
3.03,23.52
1.63,15.12
4.08,35.0
0.94,15.96
2.23,17.25
0.44,11.76
1.73,16.8
8.0,59.24
3.0,20.2
2.07,18.2
0.99,20.16
0.74,13.3
2.68,48.1
0.95,14.28
0.69,13.44
17.14,82.69
3.06,21.71
4.86,36.75
2.2,74.0
1.0,11.2
2.3,23.65
2.2,17.5
1.2,13.6
0.63,13.68
0.47,14.56
1.41,18.48
26.02,110.49
3.63,30.2
0.24,100.2
0.21,9.8
1.08,16.8
0.8,15.45
0.5,9.8
1.14,11.2
2.61,22.68
0.8,11.76
0.54,12.25
19.7,82.69
21.35,89.49
2.45,19.2
8.24,49.56
0.6,14.9
1.3,12.6
18.92,86.85
27.01,109.85
0.5,9.1
3.5,21.0
4.9,33.0
1.61,14.0
1.26,16.8
10.44,72.36
1.48,13.6
2.08,19.6
0.9,12.88
0.87,15.12
1.71,16.8
2.46,29.7
11.66,77.73
1.63,19.7
29.09,165.0
1.93,15.4
0.87,23.8
3.09,25.2
1.04,14.28
2.57,22.68
1.03,14.7
1.36,17.0
9.41,68.16
1.27,13.3
2.2,19.9
0.44,9.1
3.45,24.99
4.8,34.13
2.21,18.1
6.83,43.68
2.51,20.9
1.53,17.64
0.59,10.8
8.2,49.55
0.9,10.5
2.32,25.2
1.7,14.7
1.36,14.1
1.4,13.3
16.91,97.81
1.43,16.8
3.89,32.76
3.57,31.2
7.82,57.6
2.32,16.8
0.8,10.5
3.28,23.8
0.57,11.76
2.32,20.65
1.2,16.8
4.5,35.0
8.1,60.11
6.2,42.0
1.0,15.75
2.7,18.9
8.2,44.74
0.7,13.7
0.9,13.0
1.4,16.5
3.0,25.2
10.03,64.61
0.9,24.36
2.63,25.2
1.11,20.3
1.83,19.32
1.6,20.6
1.2,18.85
11.02,65.22
6.8,35.0
0.98,14.7
17.25,80.94
1.34,14.0
1.55,15.96
11.85,58.95
3.3,29.0
1.32,11.9
16.14,66.45
0.61,11.1
1.17,16.0
10.4,71.84
0.6,11.75
9.6,55.4
18.73,82.69
1.05,10.44
1.7,15.12
4.2,30.8
1.36,18.48
0.76,15.4
6.98,35.4
0.7,14.85
3.95,27.2
11.14,66.07
6.64,44.52
1.8,24.15
3.5,27.5
0.96,13.44
1.24,30.65
4.24,41.86
0.79,13.3
3.98,31.08
1.24,15.96
0.99,12.9
2.07,15.7
3.0,22.65
12.82,66.75
7.3,39.65
2.65,21.84
2.6,20.15
0.8,12.8
0.4,11.4
11.4,62.15
1.6,16.8
5.8,43.75
3.69,28.56
9.36,74.88
0.96,13.12
1.47,12.6
4.37,29.4
18.01,80.94
2.02,16.1
3.04,25.2
12.45,105.6
0.12,98.88
1.36,17.64
16.48,76.17
24.5,112.99
0.91,15.12
0.44,12.7
4.83,35.9
1.38,15.75
0.44,10.8
1.62,17.5
0.98,13.44
2.0,21.84
2.5,23.6
3.0,35.05
22.07,98.88
3.0,19.6
1.0,13.45
2.2,21.0
17.2,83.94
1.36,16.8
1.02,14.2
1.57,13.3
2.52,23.52
0.92,13.44
18.55,98.88
0.61,11.2
1.96,18.2
1.83,17.4
11.76,63.55
0.84,12.6
1.49,13.9
0.6,10.92
1.58,14.7
0.48,13.6
0.6,9.8
1.1,14.6
0.4,10.05
8.82,47.65
1.27,14.7
1.92,14.7
2.6,21.0
3.1,24.36
1.15,13.3
0.04,7.0
0.92,15.96
5.22,28.0
10.9,115.75
1.5,14.7
17.8,99.24
2.47,28.0
3.42,25.2
0.79,11.76
0.47,10.92
2.17,20.16
1.9,19.32
10.65,47.55
14.77,77.34
2.2,21.8
19.95,78.35
8.6,62.78
17.21,105.23
1.1,17.5
0.65,11.76
0.96,12.6
2.68,19.6
1.03,20.16
8.75,62.43
5.18,35.7
3.78,39.48
4.82,37.2
2.6,24.36
2.34,21.84
0.78,12.6
3.75,25.8
12.9,76.18
2.1,19.6
2.58,17.8
1.5,14.0
1.0,13.9
2.8,27.95
1.7,21.0
4.12,31.92
17.3,82.69
0.9,9.8
0.7,11.8
2.77,21.7
9.8,58.8
8.0,55.3
2.0,16.4
2.5,17.5
6.1,41.6
1.64,17.6
0.94,14.3
1.34,15.12
1.3,22.3
0.9,16.4
2.55,24.36
1.18,15.12
1.22,14.28
0.45,9.0
3.4,25.2
0.37,10.08
1.86,17.5
11.8,85.31
3.6,20.6
2.81,24.7
2.6,21.0
1.52,14.49
2.08,17.15
3.99,30.24
0.66,11.2
1.3,15.96
3.13,25.2
1.06,9.4
2.14,21.0
3.1,31.08
2.26,18.9
0.85,13.44
3.16,20.3
17.8,82.69
1.61,16.7
2.97,24.2
1.95,18.48
2.1,20.15
1.5,17.5
1.82,19.32
0.95,14.28
17.53,84.78
1.36,16.8
1.91,20.13
1.9,15.4
2.5,24.55
1.63,13.6
1.01,15.6
1.62,15.0
0.94,12.9
1.2,14.6
1.06,14.28
8.19,50.95
1.9,20.1
1.53,30.03
5.37,37.8
3.03,28.56
3.42,31.08
4.0,35.3
0.9,11.9
0.8,12.6
0.4,11.2
2.3,21.0
1.1,10.5
0.6,9.1
15.12,73.02
9.1,52.54
31.13,151.09
2.3,22.1
0.9,20.1
1.8,25.0
2.28,21.84
3.11,28.7
18.22,92.69
5.22,30.67
31.37,163.74
1.18,14.28
1.84,19.25
1.63,18.48
6.91,42.84
10.05,61.87
3.4,23.8
1.0,22.6
3.9,32.75
4.48,29.1
1.35,13.3
1.19,14.28
3.84,23.1
5.02,32.76
8.54,49.65
17.3,97.09
19.24,96.9
1.08,16.2
2.71,31.92
1.19,15.96
0.81,10.5
1.31,16.8
0.75,80.95
0.92,14.7
1.05,12.6
5.97,36.96
4.1,23.8
1.17,21.7
1.16,12.6
1.77,16.8
2.4,21.8
0.9,12.6
6.63,41.71
6.31,38.44
1.94,21.0
1.72,20.93
9.7,53.3
8.13,102.0
1.4,20.0
10.04,81.6
1.35,12.96
2.2,24.1
6.7,39.5
7.73,39.9
1.8,18.48
1.11,15.12
2.4,22.65
1.9,19.3
1.8,16.6
9.73,52.44
18.69,98.88
1.55,18.38
5.04,35.0
3.0,22.0
0.81,13.3
0.83,14.56
9.24,64.73
17.05,79.0
6.11,91.0
0.6,12.8
2.2,16.8
3.9,31.9
2.02,20.3
0.72,24.5
1.29,17.64
1.72,22.68
3.3,22.4
0.4,13.8
2.3,23.15
18.91,98.88
1.6,16.8
2.17,21.7
1.44,17.1
0.3,10.4
0.9,12.6
1.48,16.38
3.16,24.36
0.71,16.0
16.81,79.05
0.89,13.44
1.17,12.1
0.7,9.6
0.51,10.1
1.23,12.6
18.33,84.85
2.4,20.3
3.5,33.6
2.9,25.2
17.03,97.13
0.55,12.6
2.3,21.84
0.54,12.25
0.89,11.76
1.65,13.3
3.46,28.56
5.01,39.48
5.73,30.8
0.85,11.76
0.56,10.08
4.44,28.0
3.12,26.1
0.57,10.92
16.61,92.5
1.15,21.84
1.66,18.48
10.98,68.58
2.03,18.9
1.75,20.12
8.6,65.14
3.2,21.75
4.95,33.6
1.1,15.96
1.87,20.12
19.02,87.69
1.9,20.6
1.9,23.15
1.1,16.4
1.1,13.9
1.07,14.28
1.04,15.4
0.1,6.25
17.98,84.69
1.97,21.0
3.54,25.2
2.69,23.8
0.94,14.88
16.29,97.13
1.13,12.12
17.67,88.0
18.8,99.19
0.59,9.1
2.57,23.1
1.81,17.71
3.0,27.7
0.3,14.3
4.92,35.28
0.81,13.2
17.25,76.5
3.49,27.72
3.89,31.08
1.2,18.45
2.3,20.0
3.04,22.68
1.16,14.7
0.91,14.28
19.01,98.88
16.89,90.55
9.5,53.15
3.7,28.55
1.01,11.35
3.18,23.1
16.87,85.94
1.47,19.32
4.03,30.7
4.93,32.9
18.14,98.88
7.59,45.44
1.4,14.7
3.34,26.04
0.92,14.56
1.38,17.64
2.85,20.2
1.04,14.0
4.28,30.0
11.8,70.55
1.15,15.96
0.5,9.8
19.32,96.23
1.82,18.2
19.09,105.07
2.09,16.8
0.33,8.4
1.12,13.3
3.12,23.8
11.6,78.25
5.67,39.2
19.83,93.74
3.45,25.95
1.92,16.1
2.11,23.62
18.05,87.69
1.66,13.6
1.85,21.6
0.47,10.08
2.7,20.3
1.54,16.38
1.48,15.12
3.49,27.5
1.28,15.96
3.84,28.56
1.07,15.96
17.95,91.8
3.5,28.56
3.77,26.95
11.46,81.95
10.51,64.44
1.24,15.96
0.98,13.44
4.13,25.1
1.79,14.3
16.97,106.25
19.1,99.19
4.05,31.14
10.75,66.9
0.8,13.45
0.96,17.64
1.16,14.3
1.81,21.0
16.65,80.94
4.97,28.0
2.14,21.0
17.04,98.88
3.7,23.1
0.8,13.15
0.85,9.8
1.5,14.0
1.25,14.7
0.87,10.5
0.83,10.5
0.5,11.76
3.3,27.15
1.51,19.25
1.09,13.86
1.14,14.28
8.18,58.85
11.8,51.05
2.14,17.64
1.6,17.64
1.7,17.64
0.74,13.8
3.58,26.88
7.5,57.75
11.99,60.75
2.1,16.1
1.8,21.0
14.75,82.87
1.13,15.12
0.95,20.0
2.42,23.0
7.8,47.34
2.87,20.3
20.74,98.88
0.77,15.96
0.77,12.2
6.38,50.3
2.44,19.32
1.2,12.7
1.4,17.5
1.5,16.8
7.77,59.27
1.73,21.84
2.95,22.68
0.72,11.83
1.23,14.63
0.7,11.5
0.79,15.12
0.65,13.3
6.67,38.8
1.02,14.88
11.86,60.89
10.24,73.55
0.74,10.9
6.63,35.0
17.19,85.94
9.82,74.88
1.55,18.48
19.17,88.8
8.47,45.44
0.7,11.76
3.56,24.5
0.56,10.5
1.58,14.0
1.86,18.48
1.55,21.0
1.36,17.64
0.64,11.9
1.7,20.9
0.2,5.2
1.9,16.3
0.72,18.48
0.34,8.4
1.76,16.8
3.19,26.88
0.73,9.8
2.06,19.32
2.62,21.56
2.13,20.16
2.82,23.52
0.88,11.75
1.14,13.44
0.36,10.5
1.73,18.48
1.87,15.96
1.9,17.6
0.5,9.8
1.66,18.48
3.44,25.9
3.1,18.2
1.03,16.24
1.54,18.48
1.78,21.88
0.01,7.0
21.17,80.94
1.7,18.45
1.2,15.7
20.71,136.45
0.4,10.08
2.82,24.36
15.28,82.22
14.77,97.13
1.2,14.25
1.8,19.32
8.33,55.94
6.88,54.59
3.46,25.1
1.17,13.3
1.28,20.22
0.86,9.6
0.76,12.25
13.0,86.54
29.52,95.94
1.1,12.6
2.0,15.4
1.8,26.05
3.7,31.05
0.43,10.5
3.26,23.34
0.46,10.08
0.68,9.8
0.52,10.92
1.66,16.7
2.16,18.2
0.6,12.7
1.1,12.6
1.67,23.66
11.6,69.05
0.97,14.9
2.65,26.6
1.07,11.9
1.24,16.38
8.86,65.15
9.5,66.44
7.49,56.34
0.92,14.28
1.07,26.6
3.49,26.88
7.2,43.4
3.9,26.85
1.8,16.8
0.9,12.2
1.25,16.62
1.55,17.64
5.2,37.8
18.4,99.24
1.0,13.45
1.7,16.25
3.48,26.88
1.41,15.75
2.53,21.0
1.52,15.12
4.49,31.08
1.74,15.7
1.63,20.02
0.29,11.9
17.83,110.15
2.9,23.5
0.6,10.9
0.65,22.68
0.76,12.6
1.11,19.32
2.9,23.0
2.9,22.4
3.0,24.35
1.04,15.96
1.3,15.12
0.6,13.5
4.4,33.65
2.6,21.8
4.33,28.0
1.12,16.8
1.13,17.64
1.0,16.4
1.5,16.5
1.4,18.1
2.63,20.9
1.7,19.8
0.8,11.5
1.55,14.7
2.3,16.4
5.54,31.5
17.15,84.94
1.46,17.64
4.9,34.44
2.06,21.88
0.39,10.1
1.03,12.6
0.82,12.2
0.36,9.8
0.65,12.6
1.28,15.75
3.8,80.0
1.8,17.6
9.1,62.99
5.22,31.48
5.54,36.96
25.41,85.94
8.81,66.83
3.22,21.0
1.91,18.52
18.96,87.69
1.19,15.12
6.84,46.2
5.12,36.12
2.77,26.94
1.01,14.28
1.66,17.64
0.87,14.28
0.55,13.44
20.98,100.94
0.6,9.55
0.8,21.8
0.6,12.6
2.4,22.0
11.06,70.61
5.5,41.16
8.9,63.49
6.1,37.8
1.45,16.8
1.52,17.5
1.54,17.29
1.1,16.65
1.6,14.0
1.69,19.11
5.3,30.8
1.08,12.2
0.81,11.76
4.53,36.12
1.63,26.04
0.91,14.88
1.6,13.3
1.25,14.1
0.94,12.0
2.12,20.16
9.1,62.09
1.65,16.1
29.96,98.88
0.66,12.6
10.71,52.6
2.67,23.52
3.96,27.8
16.19,85.75
7.03,39.0
10.24,65.11
4.67,30.8
0.56,11.2
1.96,24.26
2.6,19.2
0.8,15.1
1.0,15.6
1.2,16.4
0.45,10.92
20.02,102.92
0.79,14.2
1.19,13.44
1.15,14.28
16.77,97.13
3.34,22.4
2.83,23.52
1.26,14.28
1.46,16.2
18.28,100.0
0.93,10.5
0.63,9.1
15.31,83.63
19.26,105.23
1.56,16.1
1.78,26.04
0.65,9.1
1.4,15.95
1.44,12.6
0.77,15.96
1.92,20.16
1.05,13.9
2.62,21.84
0.96,10.4
0.73,13.8
18.27,99.23
12.07,65.11
2.78,25.9
2.88,26.39
1.4,13.3
1.15,13.9
3.3,28.5
1.2,15.1
1.8,24.0
0.51,10.92
7.21,45.36
2.48,21.84
2.96,21.32
0.69,14.88
1.44,22.3
0.28,8.4
1.8,17.64
0.68,12.6
0.56,11.76
0.68,12.6
16.5,69.95
3.6,29.9
2.11,21.0
7.4,46.25
16.9,118.38
11.6,65.45
3.3,30.24
1.72,18.48
18.21,99.65
2.6,22.65
1.2,14.25
7.2,38.2
0.8,17.2
2.62,23.52
1.03,15.96
5.74,34.2
8.92,52.98
5.7,35.47
16.57,100.94
3.36,36.65
1.51,16.8
2.04,21.84
0.9,14.0
3.1,30.2
1.6,16.0
2.37,21.84
12.3,66.07
11.9,75.15
2.38,18.9
10.45,57.55
3.09,23.1
0.82,11.0
0.94,14.28
1.4,16.8
0.9,13.2
1.3,16.8
1.53,16.1
2.2,16.4
1.3,13.8
12.89,70.15
0.9,13.45
9.48,58.25
17.66,82.69
1.21,13.3
0.55,15.96
0.71,11.2
0.48,10.5
19.46,117.15
2.5,23.1
1.23,15.96
2.6,21.3
2.7,26.52
4.46,28.0
5.57,34.3
0.95,15.96
18.89,92.69
1.6,15.4
10.5,74.34
0.7,13.4
1.55,19.25
0.8,15.1
0.4,11.75
17.68,101.17
2.19,18.9
3.18,29.4
12.96,101.17
0.96,14.28
0.91,15.3
4.69,41.16
10.8,60.94
0.6,10.8
0.6,11.75
3.24,23.8
1.69,24.8
8.51,67.85
1.18,13.9
2.83,30.24
0.42,10.5
3.84,29.4
0.99,16.8
1.67,17.64
0.74,11.76
11.09,74.88
2.43,22.4
2.17,21.84
3.25,28.0
17.75,74.0
0.89,11.9
5.45,24.8
4.15,30.24
1.9,23.52
4.04,28.7
0.52,12.08
0.65,13.3
1.42,14.0
13.19,57.15
3.0,31.08
3.1,23.85
1.18,15.12
1.13,12.6
19.6,87.69
19.89,98.88
1.5,15.0
4.6,32.4
0.9,13.3
1.83,18.4
0.8,11.76
2.72,25.9
9.77,60.48
17.48,102.23
0.9,15.95
0.7,13.44
2.4,20.2
0.64,12.25
18.16,94.8
2.54,19.6
2.1,16.1
0.5,10.01
2.0,15.4
1.1,16.1
0.69,14.7
0.8,16.9
2.12,17.64
21.72,85.35
0.9,15.7
2.3,23.5
3.0,26.85
1.55,17.29
0.98,15.12
20.43,136.38
1.29,16.1
7.6,43.4
0.5,9.8
0.4,12.6
1.0,11.2
11.42,87.48
2.35,24.91
2.46,21.88
17.38,82.69
1.26,16.8
14.67,58.05
4.87,37.62
1.86,19.32
3.52,36.12
17.0,142.8
1.03,15.12
3.21,29.4
18.3,82.69
10.4,73.0
5.18,31.92
1.91,15.4
2.9,25.2
1.11,14.28
0.78,11.2
2.18,16.8
9.94,66.83
1.33,20.5
1.34,18.48
1.33,13.3
3.4,29.1
12.39,102.9
21.4,106.97
2.2,18.6
3.85,27.72
3.3,25.5
1.41,27.72
1.71,21.0
2.12,21.0
4.31,31.08
18.08,82.68
0.75,18.2
2.93,23.8
2.26,20.16
3.48,29.4
2.0,19.6
2.2,21.8
2.6,25.2
2.18,17.5
0.62,9.8
1.83,15.7
2.58,23.52
0.71,14.88
1.31,16.62
15.3,78.05
1.43,15.96
1.7,18.2
1.57,18.48
2.45,21.0
17.44,98.88
5.93,43.08
0.5,15.96
2.59,24.36
3.94,23.8
1.54,17.5
2.35,23.52
2.39,20.16
0.45,14.7
2.78,24.15
4.09,31.92
0.83,12.74
0.81,13.65
2.35,21.84
2.35,21.84
2.0,18.9
1.17,13.3
2.2,24.36
1.05,12.6
2.1,20.93
1.4,12.6
1.3,14.04
0.38,10.08
1.61,20.13
1.6,16.65
1.07,13.3
6.75,41.16
0.66,9.8
1.02,17.5
1.84,25.2
0.03,4.6
13.77,125.75
1.45,16.8
1.56,15.4
2.59,19.25
1.04,13.86
1.3,16.63
2.93,26.88
0.48,13.9
2.16,21.0
1.66,16.1
1.36,18.1
34.85,186.79
2.34,21.88
0.75,13.1
1.64,18.4
1.28,17.64
1.59,17.64
2.19,20.16
2.36,20.9
1.49,20.5
2.68,25.2
3.93,27.72
2.48,18.48
1.4,12.6
4.0,25.5
3.44,29.4
7.0,37.1
0.9,12.2
1.0,15.1
21.92,88.8
1.0,13.45
1.4,13.4
0.9,13.2
0.8,12.25
0.9,13.4
2.1,18.1
10.15,81.11
1.4,16.5
1.1,21.45
0.8,21.45
16.18,97.13
17.58,127.45
0.9,14.7
1.14,17.5
0.43,9.1
1.32,16.0
4.6,26.6
5.4,29.4
19.03,92.69
0.85,11.2
1.37,13.3
0.81,12.6
1.41,13.86
1.52,16.8
1.4,17.6
18.52,98.88
0.7,13.44
1.52,21.84
1.34,14.7
0.3,10.47
3.45,35.9
1.81,16.0
18.37,80.94
1.2,18.2
2.18,21.84
1.56,11.5
1.63,17.64
4.3,25.9
17.01,83.69
2.8,18.9
0.5,10.5
0.7,14.25
1.6,20.3
1.13,12.9
3.14,19.6
5.73,40.32
1.5,13.6
0.01,74.0
7.61,42.7
0.93,12.2
18.16,82.69
6.55,40.22
0.66,10.78
1.2,13.6
11.49,100.85
0.92,12.6
1.53,17.64
19.66,91.15
0.02,10.5
0.81,19.0
2.9,23.65
1.4,15.4
2.05,21.6
0.59,20.0
6.15,35.3
2.08,21.9
2.09,21.84
1.08,11.9
3.72,36.96
4.06,31.08
18.92,85.69
3.72,30.24
1.2,17.7
2.3,16.8
0.7,13.4
19.27,98.88
1.7,20.3
0.24,12.4
3.69,31.92
1.8,14.7
9.67,64.99
16.7,80.94
1.29,15.12
0.6,11.1
1.85,16.1
3.35,30.3
3.0,32.37
2.99,23.4
5.76,38.64
1.24,15.96
0.69,12.25
17.19,98.88
0.5,13.1
1.5,15.4
1.1,11.9
3.3,38.59
18.5,98.88
0.68,11.3
1.37,14.28
3.52,28.56
0.8,12.6
0.8,14.25
0.3,11.2
0.69,11.5
3.42,24.36
2.25,19.32
13.27,77.73
7.7,45.55
13.4,73.0
0.49,9.1
1.08,12.6
4.69,34.44
1.87,16.1
0.81,12.6
1.56,15.0
1.62,15.3
1.29,14.28
1.48,12.6
2.55,24.9
0.92,14.75
9.83,57.64
1.1,10.1
2.57,21.0
3.23,24.5
2.87,21.0
2.0,16.1
1.39,20.16
22.13,103.75
4.11,25.4
20.07,76.5
1.37,17.5
0.46,10.1
1.36,16.63
1.56,21.84
1.3,16.3
4.5,28.0
2.0,18.9
0.4,9.66
19.91,90.69
3.96,28.0
17.75,82.69
22.91,137.35
0.9,15.4
3.18,22.4
2.68,22.68
18.12,98.88
0.64,10.1
20.91,100.84
5.75,34.69
1.55,17.64
2.36,21.0
0.6,16.25
1.1,16.99
1.4,16.8
0.5,15.12
1.07,17.5
1.7,17.64
1.55,14.7
8.1,37.75
1.22,13.6
2.86,22.68
17.85,98.88
9.62,86.15
1.56,15.4
1.53,18.37
0.56,11.76
24.83,144.84
4.46,35.83
18.87,96.23
0.75,12.6
1.6,15.4
1.53,15.3
21.2,80.94
1.61,16.1
2.08,17.5
1.3,14.6
1.52,22.68
4.19,28.75
1.15,15.4
3.16,22.4
9.85,65.57
20.41,80.94
0.45,9.1
8.86,46.69
1.9,22.8
1.1,18.1
1.4,19.8
0.6,10.6
2.5,19.7
1.0,14.25
0.9,16.38
1.99,25.2
0.5,10.5
1.7,17.5
0.1,8.7
0.68,9.8
1.82,20.16
1.31,15.12
1.15,13.6
1.75,21.0
0.6,11.75
1.1,15.95
1.9,23.5
1.45,14.8
1.67,18.48
2.37,24.36
2.03,20.13
17.76,98.88
0.91,11.2
0.69,10.8
11.4,66.89
0.76,11.37
1.07,15.0
2.89,31.92
6.34,37.1
15.6,80.94
3.54,24.5
1.6,12.6
0.63,11.38
0.7,13.8
1.0,11.9
1.1,13.4
1.6,16.8
2.15,19.32
1.36,14.0
2.8,19.2
1.17,21.0
0.65,15.96
1.7,21.0
2.9,22.4
1.6,16.1
3.32,21.55
10.89,63.39
2.1,21.85
0.7,12.5
1.55,80.94
1.4,16.8
3.1,21.7
17.7,98.88
1.39,17.64
1.16,18.38
2.3,23.52
1.1,14.7
7.55,51.09
6.66,38.5
1.43,15.75
3.16,26.88
2.03,19.1
0.8,13.44
18.04,137.73
0.7,13.0
0.9,13.4
1.6,17.6
0.9,14.25
1.26,14.7
1.21,15.96
