trip_distance,total_amount
3.36,23.8
1.42,16.8
2.41,23.62
0.71,13.12
1.32,14.6
1.75,21.84
1.23,17.29
1.44,20.16
1.8,17.4
0.4,9.8
1.25,14.0
1.0,13.3
18.11,123.78
1.73,19.32
0.91,15.4
2.12,20.12
0.73,11.76
1.1,14.25
1.0,14.9
5.44,36.12
4.17,37.63
0.51,9.1
1.03,17.1
1.03,13.44
3.41,21.7
2.53,26.04
1.91,15.4
1.66,18.48
0.87,13.0
1.46,16.8
8.76,60.36
1.06,15.47
2.04,20.16
1.37,14.3
1.05,11.2
10.72,68.88
0.6,13.2
2.8,24.5
2.6,25.45
0.52,12.25
3.19,32.76
6.2,45.2
1.34,11.9
2.12,17.64
0.96,12.0
4.23,36.96
0.83,11.76
2.86,24.9
1.06,12.6
0.43,9.66
10.47,49.75
9.8,60.55
1.14,14.0
1.48,15.96
3.39,24.5
13.83,87.83
3.71,25.2
3.94,30.55
9.08,52.89
17.31,96.19
0.93,16.8
2.56,32.76
0.9,13.95
1.7,18.8
1.6,16.1
10.53,70.61
1.0,13.4
1.0,12.9
8.54,61.63
0.7,10.5
8.81,72.78
1.29,15.3
0.91,15.47
0.81,11.76
0.93,12.6
0.64,13.0
2.14,21.88
1.47,18.37
6.8,38.5
5.3,37.1
8.95,67.67
18.66,90.69
2.67,28.0
1.73,12.6
6.11,41.16
1.48,18.48
3.15,21.7
1.8,21.0
0.8,13.44
1.63,14.0
3.14,18.9
1.87,23.0
1.37,19.32
2.6,21.88
15.49,79.12
0.94,13.12
1.32,15.96
1.64,17.64
18.1,99.19
1.1,11.9
2.1,17.5
1.4,13.3
0.5,9.8
20.3,70.94
1.5,17.5
3.3,27.4
5.5,37.8
3.2,23.1
2.2,24.4
7.3,52.12
1.01,14.88
18.13,80.94
0.92,14.7
0.72,11.76
4.03,33.6
1.79,17.71
5.0,30.8
4.4,32.2
0.61,10.5
1.25,15.12
2.21,22.68
1.93,16.9
0.8,10.5
9.64,67.67
0.86,12.2
2.61,23.1
1.62,14.7
1.7,24.36
1.5,15.96
3.24,25.2
2.53,22.75
16.34,92.69
1.19,14.56
3.66,23.8
2.39,18.2
1.9,17.6
1.2,14.3
1.2,14.49
1.08,12.6
0.48,10.92
0.8,12.25
1.08,15.12
1.93,14.7
12.8,78.94
2.61,24.36
1.93,18.2
1.97,23.3
2.04,20.16
0.6,14.3
17.36,82.69
3.14,21.7
4.44,35.94
0.41,5.9
1.9,21.0
1.13,11.9
1.57,18.48
0.89,11.55
2.27,20.2
1.42,15.12
0.86,13.2
1.99,21.84
11.15,73.2
0.96,12.6
16.36,80.94
1.16,14.28
1.12,14.28
5.24,31.92
1.1,17.64
2.48,18.2
0.69,13.44
0.37,8.4
3.99,28.56
2.1,19.6
2.88,25.2
1.0,17.5
1.14,14.3
1.06,14.28
0.91,12.6
19.94,105.23
0.7,15.6
2.42,18.9
0.78,12.6
9.14,65.64
1.34,21.84
9.28,62.79
1.88,19.5
5.37,42.0
0.83,15.4
0.79,14.0
2.3,21.88
1.07,14.0
1.28,20.16
0.95,11.2
1.78,19.4
0.4,13.12
1.21,20.4
0.53,10.46
2.49,21.0
3.72,29.9
7.27,47.25
2.71,24.36
16.38,83.44
0.5,10.92
0.81,12.25
18.37,96.23
7.9,46.64
4.54,28.0
2.63,20.3
1.41,15.96
9.92,73.27
1.19,19.6
0.13,10.5
0.68,13.44
4.86,34.13
4.92,30.8
1.02,13.44
0.86,12.54
19.34,101.18
0.49,11.83
1.26,15.0
1.57,20.16
1.58,19.0
10.55,60.6
8.15,59.76
16.21,80.94
18.5,102.92
2.2,19.3
2.1,17.5
3.0,23.4
1.67,17.4
0.36,11.4
5.72,44.28
4.04,29.4
0.89,16.8
0.49,10.5
1.08,13.6
19.1,83.35
1.6,19.3
1.4,16.5
1.0,18.1
2.5,20.7
3.9,30.4
6.26,33.6
12.13,70.27
3.03,26.04
11.75,57.55
0.01,102.6
0.27,9.4
17.45,74.05
11.7,67.2
18.8,90.19
0.69,11.76
1.13,13.44
2.23,18.52
0.7,11.2
0.8,13.4
18.2,85.94
1.72,21.84
2.73,26.6
2.32,17.5
3.54,26.88
1.39,16.8
1.78,23.25
7.85,49.39
10.28,72.36
2.33,22.2
9.75,69.02
4.8,42.84
1.07,11.75
2.55,21.0
7.53,44.52
1.9,23.52
1.5,21.6
3.19,26.04
1.38,17.64
1.16,14.28
2.19,20.5
0.02,7.7
2.34,17.71
1.96,18.48
0.49,10.08
1.19,15.12
2.91,26.04
9.07,68.16
17.05,85.94
0.71,12.6
3.47,33.6
3.9,26.5
20.59,88.8
6.71,53.04
0.69,12.6
7.61,47.75
2.54,25.9
3.65,35.0
1.9,19.32
3.31,22.4
1.8,17.4
3.12,24.36
1.75,14.0
0.71,12.6
1.62,14.0
5.05,30.8
13.19,88.85
7.16,49.62
1.22,15.96
1.86,18.9
3.06,22.4
1.34,13.9
1.08,16.8
4.43,31.08
1.7,14.7
10.3,54.6
17.25,97.13
2.99,31.56
9.31,64.99
1.04,12.88
1.7,17.2
2.35,21.84
2.07,21.0
2.15,19.32
1.34,16.8
0.89,13.44
0.78,10.5
0.76,13.44
0.89,12.6
6.28,37.1
3.07,26.04
1.77,22.68
1.04,12.6
5.22,47.04
15.62,74.35
4.0,32.35
18.77,99.23
2.27,18.9
1.83,18.48
0.92,11.76
2.55,22.68
1.05,21.0
4.06,27.66
8.39,63.92
1.36,16.8
2.62,31.92
1.48,17.0
3.9,24.5
12.89,62.25
2.25,22.75
1.05,13.78
3.06,25.2
16.58,99.23
2.5,24.8
2.1,23.1
1.1,16.4
18.09,86.5
3.33,27.72
1.8,17.1
2.6,27.72
7.14,32.85
3.13,20.7
3.2,24.36
9.25,61.44
1.31,12.6
1.33,20.16
0.9,13.2
5.75,34.06
8.08,37.05
0.72,13.44
1.57,14.55
3.79,24.5
10.27,77.05
25.96,93.08
0.98,15.12
2.46,18.2
2.36,21.0
9.32,58.49
1.32,14.7
2.55,19.0
16.44,80.64
1.4,14.0
0.7,11.5
1.5,18.2
1.58,19.32
3.93,30.24
1.18,15.12
2.7,21.6
1.54,14.3
1.08,20.16
1.38,15.96
1.9,19.32
1.21,18.9
0.73,10.5
1.89,16.0
1.36,15.12
17.71,95.09
12.6,70.5
1.1,15.95
2.3,21.0
2.9,36.75
0.31,8.7
1.62,14.7
1.6,16.8
0.62,11.37
12.11,67.2
0.81,11.2
2.4,18.2
13.96,70.99
11.46,77.59
0.57,9.24
9.85,77.4
2.2,21.0
2.6,26.04
1.81,20.16
1.8,18.48
2.97,26.88
3.71,23.1
0.97,13.44
1.46,17.64
2.93,28.8
5.09,34.0
9.96,76.56
1.6,20.16
3.43,19.6
12.52,52.5
0.78,10.5
0.96,14.56
4.97,31.7
17.23,85.94
1.1,15.95
1.4,15.7
2.0,19.3
5.7,37.2
16.87,82.99
9.7,62.99
3.11,22.3
2.29,19.32
1.04,10.7
16.69,90.96
0.36,11.7
1.71,19.6
17.22,100.94
17.39,105.23
8.51,51.09
2.79,24.15
9.6,65.25
4.11,31.92
2.25,21.0
1.98,14.0
16.87,97.13
3.16,25.2
3.65,24.5
1.7,17.5
1.6,13.3
1.8,23.6
3.4,23.8
9.1,81.6
2.6,26.5
0.8,16.4
18.05,82.69
17.54,92.69
9.76,58.39
0.64,13.3
3.37,28.88
1.14,11.9
0.77,12.6
2.59,21.84
3.65,30.24
1.31,12.6
1.02,14.28
1.43,19.25
0.57,11.55
13.28,60.95
5.0,30.8
1.4,14.0
2.15,20.3
1.54,15.4
1.52,16.8
1.83,21.88
1.15,14.28
2.45,22.68
8.7,65.14
3.1,22.7
3.72,27.72
2.77,22.1
2.9,21.0
4.0,30.8
0.65,11.76
0.44,9.4
2.16,26.25
6.01,32.2
3.84,25.9
1.13,13.3
1.35,15.12
0.84,12.6
1.23,14.6
3.15,23.8
1.5,23.1
1.41,17.5
0.51,11.76
1.07,14.28
0.9,13.95
0.9,15.3
2.3,17.5
3.52,25.4
1.6,16.8
0.7,12.6
2.28,20.9
2.44,16.8
1.25,15.3
6.25,34.3
11.04,78.24
0.97,27.3
1.9,21.88
1.4,15.0
0.9,14.0
3.5,32.75
0.87,15.96
3.62,30.24
1.6,14.0
0.56,11.1
2.75,25.0
2.8,45.0
4.1,34.4
0.77,12.6
1.8,19.5
0.8,15.1
3.1,23.0
17.8,91.8
5.91,37.8
2.34,21.84
2.61,24.5
1.68,16.8
0.57,12.25
0.86,13.44
2.6,26.0
1.8,17.6
0.2,17.5
1.07,19.32
0.65,10.78
1.26,15.12
0.68,12.5
4.54,39.48
0.87,15.12
2.42,21.0
0.91,14.28
4.74,28.0
3.2,29.4
16.97,97.13
3.75,29.4
3.3,19.6
1.3,14.7
16.5,89.79
8.48,63.47
16.48,105.23
7.2,50.1
1.21,15.3
4.47,26.9
0.01,87.75
19.29,99.23
1.0,13.3
1.32,16.1
1.21,22.68
0.63,12.6
0.61,13.6
9.49,52.51
3.3,27.95
1.19,19.6
2.01,17.64
1.87,21.0
2.49,19.9
1.5,21.85
2.4,18.2
2.4,21.85
6.25,38.5
1.92,19.32
2.23,17.5
1.25,12.6
1.1,14.88
8.5,64.29
15.28,75.29
3.75,27.12
6.48,45.6
1.92,21.0
1.9,21.7
1.21,19.32
0.89,15.12
2.47,22.68
7.92,52.92
1.66,16.94
4.02,31.92
2.1,19.32
1.4,18.1
0.6,17.1
1.0,13.7
0.8,17.25
3.3,33.2
17.14,102.92
1.3,14.3
2.43,22.68
1.48,14.28
7.95,59.76
17.21,97.13
5.08,46.38
1.88,14.7
8.69,59.99
0.67,9.8
0.65,10.1
0.7,16.7
2.8,25.2
2.8,20.3
0.32,11.37
0.73,12.74
0.9,14.1
3.7,23.1
5.42,31.57
2.0,16.8
18.29,85.27
1.71,17.4
15.97,70.65
14.48,97.13
0.81,15.96
19.63,90.55
1.06,15.96
2.06,18.84
1.02,16.0
5.12,32.3
0.46,12.25
2.01,15.4
3.87,22.4
3.41,19.6
5.62,33.65
0.58,10.92
0.54,11.37
0.98,11.27
0.53,9.1
1.74,15.12
2.06,18.3
1.3,14.85
0.7,12.6
1.2,13.95
0.5,11.5
2.6,25.2
17.45,97.13
0.55,11.83
1.9,16.8
1.18,15.75
12.95,55.3
10.23,61.88
9.02,63.24
1.39,18.48
1.55,18.48
0.41,9.4
2.55,21.84
0.6,13.2
2.3,20.12
10.42,71.52
10.1,72.36
1.57,14.7
13.38,80.94
2.83,26.88
0.69,9.8
2.28,21.0
1.02,19.32
6.2,28.65
21.2,88.8
1.6,19.3
6.5,48.7
0.7,12.6
1.1,16.5
2.14,21.0
17.62,74.15
2.09,15.4
1.78,17.1
3.64,23.1
11.23,46.15
9.1,72.34
0.19,9.24
0.5,12.6
20.54,89.54
2.8,22.3
3.37,28.8
1.45,14.49
1.17,15.12
3.05,24.36
6.78,50.4
2.1,19.9
0.9,12.6
2.43,19.6
1.75,21.8
0.96,14.28
2.76,18.9
19.56,88.8
0.98,11.2
0.9,12.9
0.31,9.1
2.49,22.68
0.32,10.92
3.45,27.72
3.52,25.2
14.56,82.76
3.4,23.1
1.77,21.0
0.6,12.6
15.73,97.13
2.21,19.65
13.9,69.5
17.44,99.23
24.84,114.18
2.13,20.13
0.46,10.92
1.61,15.96
6.42,45.29
3.05,21.7
4.44,28.7
1.57,16.17
3.23,29.12
1.09,11.9
17.33,105.23
1.02,15.4
16.72,97.13
1.64,16.8
1.01,11.2
6.1,36.96
0.75,11.76
0.8,14.9
16.89,97.13
7.26,45.91
1.44,14.0
2.52,30.59
1.09,12.6
4.31,33.6
1.79,16.1
0.42,17.5
0.91,11.9
4.21,29.4
1.04,14.1
5.32,36.75
2.4,21.8
1.4,13.3
3.3,28.85
5.42,41.3
1.87,18.48
10.54,51.85
1.6,18.5
4.86,33.6
9.7,66.84
10.61,69.69
12.41,71.09
18.61,98.88
3.44,29.2
2.0,18.48
2.36,16.1
1.34,13.6
0.89,14.28
20.92,99.23
13.21,70.77
17.58,123.78
1.24,13.6
0.84,12.6
3.16,27.2
1.12,15.12
2.4,19.6
3.5,33.4
13.1,76.05
0.85,11.9
2.16,20.3
1.68,13.3
1.1,19.6
9.8,58.15
2.6,20.5
16.29,76.35
15.8,78.05
1.67,18.8
0.73,10.5
0.54,11.2
2.6,25.3
10.6,61.4
0.66,12.6
2.55,19.2
0.71,13.3
1.26,18.2
4.5,35.1
2.4,21.0
2.5,16.8
1.65,18.2
2.41,23.3
16.5,97.09
3.04,24.4
13.98,77.71
5.89,38.64
2.05,18.48
1.21,16.0
5.01,38.64
1.81,18.37
3.6,29.75
16.0,97.14
0.8,14.6
1.3,15.7
1.76,21.84
19.96,86.69
16.02,77.05
5.19,34.2
1.44,15.3
0.8,11.2
1.97,20.0
1.31,14.28
18.46,80.94
14.95,123.53
2.28,21.88
0.87,12.7
1.13,21.0
18.06,87.69
0.04,90.94
4.81,28.6
3.8,27.5
1.1,14.7
1.7,16.7
1.85,18.48
1.99,17.8
1.67,18.48
7.74,41.1
11.21,72.36
2.14,21.84
8.47,55.63
9.13,50.04
13.25,96.38
1.6,18.35
2.4,21.0
5.0,35.25
18.3,98.88
0.84,18.25
14.53,82.38
1.83,23.8
17.05,97.13
16.65,79.0
19.5,82.69
1.16,24.36
2.35,21.0
2.58,20.16
5.21,33.6
1.7,16.8
0.5,9.1
0.4,11.75
8.21,58.79
1.4,20.15
5.2,38.5
1.96,20.16
2.41,20.16
1.8,21.0
2.4,24.35
11.12,75.72
0.58,11.76
2.39,20.3
2.12,18.82
1.02,11.2
1.33,19.6
2.36,20.16
4.34,36.12
0.84,12.6
0.57,12.6
2.0,17.5
1.0,14.1
9.7,69.35
2.57,26.88
4.39,28.6
2.78,18.9
19.37,92.83
12.29,68.63
17.62,95.94
0.41,9.8
0.69,11.8
3.06,25.7
0.79,14.28
1.5,16.8
14.01,58.75
0.96,12.6
9.7,66.79
1.63,23.1
1.14,21.0
15.95,76.87
2.99,28.0
1.11,11.9
0.68,10.5
2.29,21.84
17.24,80.19
17.28,103.13
0.54,10.5
0.48,11.2
0.92,23.1
17.79,107.5
8.44,53.11
17.65,84.0
8.93,69.61
0.04,90.55
1.7,18.6
1.2,15.8
1.9,20.9
1.1,17.9
2.62,28.56
1.5,25.4
2.17,21.7
1.23,14.0
0.39,13.12
0.48,9.1
1.51,20.16
3.81,31.08
5.64,41.16
1.58,20.16
15.43,68.35
9.46,51.55
17.46,97.13
1.77,16.8
1.96,18.0
17.68,84.69
2.25,21.0
1.69,17.4
1.58,18.48
1.03,14.88
1.8,13.3
4.3,29.4
0.6,11.3
19.6,101.19
1.06,12.6
0.01,72.75
2.12,19.2
3.29,27.72
4.4,30.8
26.86,113.13
3.74,25.2
2.68,22.68
0.46,13.44
0.69,10.5
0.91,11.2
1.44,14.7
0.46,10.08
1.1,11.2
0.01,7.0
2.84,23.52
3.56,27.72
18.19,95.09
19.17,82.69
11.09,74.79
17.35,88.8
2.4,21.0
1.49,16.8
2.55,21.84
1.2,15.96
1.84,18.48
1.74,24.3
17.64,87.0
0.98,13.44
0.79,11.2
10.78,70.19
4.8,30.4
3.0,25.65
1.5,15.8
4.2,22.7
0.5,9.6
2.61,18.9
4.98,38.22
1.02,18.8
0.36,10.08
1.22,15.5
0.78,13.9
0.8,11.9
7.6,60.05
0.66,8.7
1.87,19.25
1.93,19.32
0.86,12.6
2.2,25.2
1.0,15.12
2.29,19.32
1.33,15.96
1.16,18.6
2.8,21.7
1.9,19.25
1.31,15.4
1.82,14.7
17.45,90.24
1.43,15.96
1.16,15.96
2.58,20.16
1.21,13.4
0.49,11.8
1.85,21.0
5.22,36.96
3.3,54.85
6.72,45.26
0.64,16.38
6.82,47.04
16.73,102.92
5.3,36.75
2.24,17.5
18.1,99.19
0.6,11.5
0.3,9.1
2.3,18.8
20.19,99.86
1.32,21.0
1.55,16.8
1.3,15.4
0.4,10.4
3.64,23.1
9.77,55.13
0.4,7.38
16.7,103.04
16.62,98.88
7.21,37.8
17.71,80.94
0.8,11.2
1.8,21.8
3.11,24.5
0.7,14.28
2.75,22.68
14.23,110.4
18.84,77.75
3.39,22.0
20.04,140.64
0.1,6.25
16.9,90.94
3.87,30.94
3.62,23.34
9.06,65.64
2.9,20.3
4.7,35.2
10.56,74.15
2.5,17.9
18.59,92.69
8.2,44.52
1.8,16.8
1.5,16.8
3.8,24.5
1.3,15.95
0.7,12.6
1.7,18.45
4.5,28.0
0.98,17.64
0.58,11.76
1.36,12.6
1.87,18.8
2.32,22.68
1.12,13.3
0.39,10.5
3.1,25.2
0.74,12.6
1.95,18.48
0.99,12.4
2.65,21.0
0.85,12.6
20.62,98.88
15.95,79.74
18.6,103.36
1.27,18.2
0.93,14.28
2.33,19.32
8.98,45.0
1.2,18.2
2.4,23.65
1.3,14.3
1.3,15.12
1.3,20.7
16.92,82.69
11.08,81.53
7.12,46.75
0.61,12.6
1.14,16.1
8.51,57.49
3.62,34.15
9.19,64.8
1.0,15.4
8.29,66.93
0.72,11.9
0.85,21.7
2.61,24.2
1.3,12.6
0.6,15.7
15.57,131.0
17.23,87.69
9.05,61.63
3.6,71.94
1.59,22.75
3.5,22.7
1.06,15.75
1.9,18.1
1.8,16.1
0.77,11.76
0.97,13.44
3.78,27.72
0.46,9.1
1.08,14.28
18.7,87.69
3.38,24.7
0.5,7.3
1.1,15.1
4.39,34.44
2.0,21.84
1.35,13.9
1.04,15.8
2.58,23.1
1.19,15.12
0.98,14.49
1.38,13.3
3.38,27.2
17.24,96.9
2.27,21.0
0.75,9.1
7.88,50.4
12.9,89.5
17.23,98.88
1.65,19.32
1.76,18.4
1.49,15.96
9.1,67.64
0.3,11.6
0.8,17.25
0.88,9.8
1.93,14.7
2.06,18.9
1.01,16.8
18.42,168.0
1.88,16.8
4.2,32.34
19.27,92.69
1.27,15.47
2.27,22.68
12.08,65.25
21.44,110.55
25.89,110.19
6.23,46.59
2.22,26.5
9.95,72.67
19.7,94.13
4.6,31.1
0.4,13.45
2.94,29.75
1.83,20.2
3.56,30.24
0.3,8.4
0.74,12.6
9.26,49.8
8.0,59.29
2.46,21.0
3.11,31.92
7.37,46.2
15.42,62.95
1.59,18.48
3.41,28.56
2.64,26.04
1.6,20.15
2.2,18.2
0.5,10.0
22.65,89.39
0.98,11.5
1.5,17.5
0.21,109.24
1.25,15.12
0.06,74.0
1.72,17.64
3.05,26.04
2.06,19.32
10.87,57.44
2.95,21.0
9.33,73.55
0.4,13.6
9.33,52.3
8.14,57.19
7.12,44.52
1.87,21.0
0.71,14.56
3.56,28.56
1.62,14.0
0.39,8.4
1.25,14.28
0.02,9.5
8.91,56.19
1.1,11.7
0.7,9.8
1.7,15.96
2.1,14.7
0.46,11.83
2.41,20.16
0.72,17.5
1.61,14.7
6.31,32.2
1.58,17.64
1.19,16.8
4.95,37.8
0.89,12.2
2.44,30.24
1.83,15.4
1.19,15.96
12.35,90.77
17.56,79.1
2.11,18.5
0.67,11.37
1.16,15.3
0.88,16.63
0.85,9.8
1.34,14.63
1.73,20.16
1.04,18.9
3.0,21.7
13.9,68.05
0.95,15.12
2.56,19.7
4.9,32.34
18.11,82.69
6.66,33.6
3.34,28.56
1.83,26.04
1.6,15.4
1.2,16.38
0.8,12.6
2.5,22.65
4.6,36.95
1.94,20.12
1.25,15.12
1.2,12.6
4.52,34.44
8.82,52.98
17.93,102.92
0.7,12.6
0.6,11.8
2.2,17.1
3.4,23.5
17.51,98.88
17.2,95.09
10.54,63.55
3.72,31.92
0.97,14.0
5.35,30.25
0.27,106.43
18.32,99.23
1.13,18.1
3.61,23.1
7.5,41.3
1.4,17.6
13.2,102.75
0.19,8.4
17.66,80.94
6.3,37.85
2.25,23.0
1.61,18.48
1.47,21.0
4.07,24.5
4.5,33.1
16.5,79.0
19.73,105.23
6.6,37.1
1.79,22.75
2.1,21.84
1.11,14.88
0.8,14.25
1.0,13.4
1.1,13.3
2.95,21.88
8.07,52.78
4.83,47.04
0.84,12.6
0.78,11.2
16.9,112.86
1.6,35.45
0.09,108.0
8.7,54.66
1.5,18.48
1.08,12.6
3.79,34.44
1.92,19.32
0.66,14.9
0.49,13.3
5.3,36.95
7.9,60.95
0.95,12.6
0.93,15.75
16.8,98.88
16.71,97.13
1.06,13.2
0.73,10.92
0.84,12.6
1.53,19.4
1.25,12.9
2.66,19.9
0.8,10.5
1.78,17.64
3.26,27.72
4.7,30.59
1.23,13.3
1.3,15.12
2.69,27.5
1.28,17.64
16.69,95.09
6.81,42.0
2.47,20.02
1.39,15.96
13.62,115.72
0.6,12.6
3.74,27.3
1.15,12.2
1.4,14.7
1.45,14.0
0.73,12.6
4.44,35.28
10.63,56.15
17.42,99.23
13.18,96.0
20.66,97.3
6.28,35.71
2.2,18.9
4.5,29.4
20.52,102.31
37.15,185.28
2.77,20.3
0.76,11.76
0.9,12.9
5.3,28.0
1.0,11.9
0.7,11.8
0.8,15.95
1.5,14.6
2.7,24.35
1.93,16.8
0.21,103.2
0.87,13.2
3.83,26.88
11.97,76.56
18.77,89.47
1.77,16.17
9.59,71.52
1.33,18.37
0.95,13.0
1.36,15.4
8.5,65.64
0.79,13.44
2.81,101.97
17.0,88.8
3.7,28.56
4.17,33.6
16.08,97.13
0.04,7.0
7.88,47.88
1.26,16.8
1.66,16.4
0.26,10.2
9.23,64.8
1.67,15.12
1.86,17.64
3.37,26.25
2.98,27.26
0.1,7.7
1.88,16.4
1.11,15.12
1.52,16.8
0.79,11.2
1.39,15.96
1.25,15.12
1.12,12.6
3.85,31.08
1.94,20.13
8.5,56.55
0.9,10.8
6.12,36.96
17.2,97.09
1.98,16.1
5.5,31.5
0.78,10.5
1.06,12.2
1.28,18.5
1.09,17.5
8.32,90.94
1.37,15.3
16.85,72.05
6.38,43.74
1.3,19.8
2.4,24.0
9.9,70.89
14.37,78.1
1.37,15.3
1.58,13.3
3.1,25.2
1.64,17.5
2.31,23.62
0.39,9.8
1.43,18.48
3.49,28.0
0.57,10.08
0.83,11.2
0.95,11.2
10.9,69.4
6.2,38.5
16.59,75.75
2.35,18.2
1.02,16.8
0.43,9.4
2.54,19.6
1.88,17.2
0.64,10.8
1.82,16.0
1.46,19.25
18.16,123.78
17.67,98.88
1.51,14.3
0.68,10.5
3.18,24.5
27.67,137.28
1.1,16.7
2.03,26.04
0.87,11.2
0.66,13.12
3.06,23.52
7.71,57.45
2.2,19.3
0.5,12.8
3.32,31.08
2.1,18.5
2.2,19.6
10.43,63.39
6.8,43.7
17.75,82.79
1.1,14.7
6.7,43.75
1.61,23.52
12.5,85.94
2.29,25.2
0.75,19.25
17.32,85.94
2.4,23.8
5.54,31.6
1.42,15.96
1.45,14.6
18.49,107.35
4.9,28.0
16.23,64.35
2.7,20.15
0.9,13.4
15.06,85.94
6.28,41.12
19.2,93.18
1.63,17.64
2.45,21.0
1.42,16.8
4.47,30.1
0.53,10.5
0.5,11.6
20.35,95.09
16.69,72.15
8.5,51.49
21.0,111.23
19.74,82.69
21.1,90.96
0.8,10.5
8.68,57.09
7.33,43.68
20.65,98.88
0.84,10.0
16.8,86.85
7.16,42.46
0.4,13.7
1.7,24.0
1.3,17.2
11.7,65.9
1.17,15.12
0.88,22.68
8.62,64.8
3.21,25.76
1.63,16.1
3.28,23.4
17.95,82.69
17.61,92.69
0.56,8.35
1.22,21.84
6.02,41.89
3.44,30.24
1.69,21.1
0.86,19.32
1.89,20.16
7.63,46.75
16.6,80.94
26.31,108.39
3.7,28.9
1.14,15.96
1.36,17.5
2.64,31.08
2.41,22.68
1.49,18.48
1.31,21.0
1.54,23.2
2.0,18.45
17.2,97.09
3.5,27.72
1.83,20.16
0.62,14.0
1.65,16.2
0.49,13.3
2.3,22.75
2.74,19.32
0.01,4.5
2.78,22.68
2.2,21.0
4.7,31.92
7.0,53.0
11.69,56.85
0.81,11.2
1.42,16.63
1.59,16.7
0.55,9.1
2.16,20.2
1.94,20.93
1.6,27.3
3.39,30.9
2.54,23.1
1.26,16.0
22.62,98.88
2.5,23.5
2.29,26.88
2.64,24.36
2.4,19.2
9.8,74.16
1.8,24.8
1.21,13.86
0.75,11.76
0.58,10.92
0.63,10.1
3.98,26.88
0.4,10.08
3.27,23.1
0.86,14.88
0.58,10.5
10.23,61.64
9.67,56.69
17.98,94.69
11.47,62.5
20.8,99.19
1.31,15.4
0.95,15.96
0.4,11.9
1.4,28.0
1.16,15.12
1.84,16.8
2.41,29.75
2.4,29.1
9.8,66.04
15.36,72.95
17.06,98.88
17.92,98.88
8.42,35.65
1.49,16.7
1.17,15.96
18.38,124.55
4.04,32.37
5.15,36.22
1.4,16.8
0.02,91.0
16.13,80.94
6.93,37.1
6.0,37.6
0.75,14.88
0.61,15.4
1.16,19.6
1.41,16.1
0.82,14.56
1.11,11.2
12.15,66.89
2.31,21.0
4.47,38.5
18.51,98.88
18.56,79.0
10.56,55.87
2.6,21.36
9.22,48.3
18.53,90.19
1.0,15.1
3.85,25.2
5.82,40.95
13.57,76.99
14.48,102.0
2.7,22.15
1.4,15.95
0.6,11.9
1.62,14.3
2.45,25.38
12.2,43.0
20.55,105.23
2.58,20.16
2.09,21.0
2.72,23.52
0.29,10.92
29.17,141.89
2.1,23.65
4.8,26.6
5.39,25.15
0.4,9.1
1.0,16.8
1.0,15.4
14.85,60.85
0.99,15.96
1.88,23.1
10.9,58.84
1.3,15.4
1.6,15.3
1.3,14.7
19.51,84.0
1.11,15.4
1.56,17.64
0.22,87.47
11.04,79.24
3.27,20.3
18.05,82.69
10.58,70.0
11.52,75.72
9.85,68.49
0.98,15.96
0.3,9.1
2.0,21.85
9.88,69.35
2.5,20.15
1.0,11.2
11.54,66.55
5.51,34.44
18.77,87.69
1.06,14.3
1.17,13.6
2.24,20.16
2.87,22.68
1.73,15.12
14.15,65.95
8.52,96.53
14.66,104.93
2.63,18.2
16.66,110.4
16.85,85.94
0.7,9.8
1.1,12.6
1.9,21.0
1.75,18.48
18.45,98.88
0.55,11.76
2.83,33.6
31.54,146.59
8.2,55.09
2.99,29.75
0.8,13.12
17.7,88.4
1.1,24.8
4.0,34.7
0.8,14.7
1.7,21.8
16.95,90.55
21.6,92.69
0.68,17.64
1.79,17.4
2.06,18.48
0.67,13.44
1.95,17.5
5.64,27.95
1.97,28.21
8.73,56.21
2.68,25.2
0.76,16.8
3.41,23.8
0.5,11.9
0.94,11.9
17.61,97.13
2.65,20.02
2.01,19.32
1.22,11.9
5.03,29.83
1.45,15.4
1.48,20.3
23.5,97.63
2.7,21.0
12.13,50.35
5.5,27.0
27.9,122.5
19.75,103.13
1.4,12.6
2.11,18.48
1.28,16.8
1.52,16.8
1.7,14.0
1.69,25.2
2.45,21.0
4.12,20.95
3.23,24.5
1.3,12.6
3.24,23.8
19.19,98.88
25.89,126.64
1.49,17.64
0.92,13.3
1.32,20.2
9.23,52.65
2.2,20.2
1.8,19.25
1.0,18.45
0.4,9.1
4.1,29.4
0.76,12.6
3.3,25.76
1.03,14.28
18.0,82.69
0.85,15.75
6.12,30.8
3.62,40.32
8.3,45.65
3.16,21.7
1.76,21.0
2.16,18.3
6.31,39.84
1.65,18.48
1.24,15.12
2.31,20.3
1.36,16.17
1.42,12.6
1.27,14.0
1.59,14.0
3.04,23.1
3.4,31.5
3.61,39.48
1.71,18.8
18.08,88.8
1.31,16.1
1.05,15.12
2.82,29.12
1.82,19.1
3.93,24.5
5.2,36.96
7.6,39.2
17.96,90.55
2.87,20.3
1.12,19.32
1.21,17.5
2.79,21.3
6.95,46.75
0.27,9.4
10.5,67.75
12.48,65.15
16.61,80.94
0.89,12.6
5.32,42.77
0.9,13.44
8.1,51.49
1.4,21.8
17.99,94.44
5.4,38.64
2.76,22.68
0.87,12.6
2.78,25.2
0.93,12.6
2.18,19.9
